Angle,X,Y,
0,1,1,
0,1.000499995000051,1,
0,1.0019999800002037,1,
0,1.0044999550004585,1,
0,1.0079999200008154,1,
0,1.012499875001274,1,
0,1.0179998200018345,1,
0,1.024499755002497,1,
0,1.0319996800032614,1,
0,1.0404995950041276,1,
0,1.0499995000050957,1,
0,1.0604993950061659,1,
0,1.071999280007338,1,
0,1.0844991550086118,1,
0,1.0979990200099876,1,
0,1.1124988750114655,1,
0,1.127998720013045,1,
0,1.1444985550147266,1,
0,1.1619983800165103,1,
0,1.1804981950183957,1,
0,1.1999980000203831,1,
0,1.2204977950224725,1,
0,1.2419975800246636,1,
0,1.2644973550269567,1,
0,1.2879971200293516,1,
0,1.3124968750318486,1,
0,1.3379966200344475,1,
0,1.3644963550371483,1,
0,1.391996080039951,1,
0,1.4204957950428556,1,
0,1.449995500045862,1,
0,1.4804951950489706,1,
0,1.511994880052181,1,
0,1.5444945550554934,1,
0,1.5779942200589074,1,
0,1.6124938750624236,1,
0,1.6479935200660416,1,
0,1.6844931550697615,1,
0,1.7219927800735833,1,
0,1.7604923950775073,1,
0,1.7999920000815328,1,
0,1.8404915950856606,1,
0,1.88199118008989,1,
0,1.9244907550942214,1,
0,1.9679903200986548,1,
0,2.0124123599394252,1,
0,2.056355086824624,1,
0,2.099297823709721,1,
0,2.1412405705947157,1,
0,2.182183327479609,1,
0,2.2221260943643997,1,
0,2.2610688712490887,1,
0,2.2990116581336757,1,
0,2.335954455018161,1,
0,2.3718972619025447,1,
0,2.406840078786826,1,
0,2.4407829056710053,1,
0,2.473725742555083,1,
0,2.505668589439059,1,
0,2.536611446322933,1,
0,2.566554313206705,1,
0,2.5954971900903745,1,
0,2.6234400769739428,1,
0,2.6503829738574085,1,
0,2.676325880740773,1,
0,2.7012687976240355,1,
0,2.725211724507196,1,
0,2.7481546613902545,1,
0,2.770097608273211,1,
0,2.7910405651560657,1,
0,2.8109835320388186,1,
0,2.829926508921469,1,
0,2.847869495804018,1,
0,2.8648124926864647,1,
0,2.88075549956881,1,
0,2.8956985164510534,1,
0,2.9096415433331946,1,
0,2.9225845802152337,1,
0,2.9345276270971716,1,
0,2.945470683979007,1,
0,2.95541375086074,1,
0,2.964356827742372,1,
0,2.9722999146239015,1,
0,2.9792430115053294,1,
0,2.9851861183866557,1,
0,2.9901292352678794,1,
0,2.9940723621490015,1,
0,2.997015499030022,1,
0,2.99895864591094,1,
0,2.999901802791756,1,
