Angle,X,Y,
0,12,1.8,
0.005950897019073998,11.999618259444906,1.799999980173551,
0.023781776940960963,11.998472955263598,1.7999996829477423,
0.05342724305385306,11.996563840352922,1.7999983963651485,
0.09477842310256417,11.993890504357411,1.7999949381032578,
0.14768315248994124,11.990452375893977,1.7999876618842658,
0.2119462303328012,11.986248725666455,1.7999744664487893,
0.2873297478735439,11.981278670470047,1.7999528070934967,
0.37355348849519754,11.975541178085622,1.799919709772657,
0.4702953982628517,11.969035073063893,1.7998717877636068,
0.5771921255027264,11.961759043399477,1.7998052608961344,
0.6938396274192206,11.953711648094812,1.799715977345783,
0.8197938411340463,11.944891325613971,1.7995994379910716,
0.9545714158175361,11.935296403226323,1.7994508233346331,
1.097650501748109,11.924925107240085,1.7992650229882714,
1.2484715912136106,11.913775574125752,1.7990366677219354,
1.4064384051396468,11.901845862529377,1.7987601640766124,
1.570918818220866,11.889133966175756,1.7984297315411375,
1.741245814147833,11.875637827661455,1.7980394422929233,
1.9167184612849186,11.861355353137743,1.7975832635026054,
2.096602897871979,11.84628442788337,1.7970551022026078,
2.2801333145249827,11.830422932767238,1.7964488527196236,
2.4665129205095613,11.813768761600931,1.7957584466710177,
2.6549148789764168,11.79631983938114,1.794977905525143,
2.844483195106062,11.778074141421932,1.7941013957255776,
3.0343335399147455,11.759029713376922,1.7931232863792794,
3.223553991358209,11.739184692151298,1.792038209508658,
3.4112056733277325,11.71853732770373,1.7908411228675643,
3.5963232721931724,11.697086005738155,1.7895273753211993,
3.777915409702721,11.674829271285422,1.7880927747899404,
3.95496485030951,11.651765853174822,1.7865336587570853,
4.126428520358588,11.627894689395498,1.784846967340513,
4.291237316037884,11.60321495334771,1.783030318928266,
4.4482956765547605,11.577726080983984,1.7810820883780463,
4.5964808986617856,11.551427798840145,1.7790014877806322,
4.734642168393384,11.524320152956202,1.7767886497872123,
4.8615992857040515,11.49640353868712,1.7744447135006371,
4.976141057609499,11.467678731403474,1.7719719129305895,
5.077023335433654,11.438146918081953,1.769373668012671,
5.162966671882955,11.407809729785757,1.7666546781914099,
5.2326535739216515,11.376669275034866,1.7638210185671828,
5.284725327872758,11.34472817406617,1.760880238607058,
5.317778373891951,11.311989593983487,1.7578414634195534,
5.330360208052108,11.278457284797454,1.7547154975933166,
5.320964791907528,11.244135616355276,1.7515149315997185,
5.28802745174961,11.209029616160365,1.7482542507593672,
5.229919253122873,11.17314500808185,1.744949946772541,
5.1449408408551305,11.136488251953955,1.7416206318135354,
5.031315741353967,11.099066584065252,1.7382871551889334,
4.887183132790362,11.060888058537797,1.7349727225597886,
4.710590100783622,11.021961589596126,1.7317030177277306,
4.499483413235202,10.982296994726127,1.7285063269849845,
4.251700869220603,10.941905038723801,1.7254136660283117,
3.9649623047481413,10.90079747863388,1.7224589094368663,
