acceleration,position,velocity,
2.5,0,0,
1.250364315010832,0.0005001457260043328,0.02500728630021664,
2.500727742405186,0.0020005825489707403,0.07502184114832036,
2.5007250795982774,0.004501309403776459,0.1250363427402859,
2.500720641648324,0.008002324515241507,0.1750507555732524,
2.5007144286511878,0.012503625398167031,0.22506504414627615,
2.5007064407943287,0.018005208857410287,0.2750791729621627,
2.500696678208425,0.02450707098793691,0.3250931065263312,
2.5006851411427418,0.03200920717492063,0.37510680934918605,
2.500671829833517,0.04051161209383776,0.4251202459458564,
2.5006567445895937,0.05001427971059073,0.4751333808376483,
2.500639885668812,0.06051720328161122,0.5251461785510245,
2.5006212534648964,0.07202037535401767,0.5751586036203225,
2.5006008482632067,0.08452378776572941,0.6251706205855866,
2.5005786704802024,0.09802743164563323,0.6751821939951906,
2.5005547204362877,0.11253129741371155,0.7251932884039164,
2.500528998537027,0.1280353747812047,0.7752038683746569,
2.500501505129865,0.1445396527507498,0.8252138984772542,
2.5004722405917166,0.16204411961653156,0.8752233432890886,
2.5004412052476552,0.18054876296441238,0.9252321673940417,
2.500408399440457,0.2000535696720694,0.9752403353828508,
2.500373823444929,0.22055852590910438,1.0252478118517494,
2.500337477564152,0.24206361713716504,1.0752545614030324,
2.5002993619906655,0.26456882811002197,1.1252605486428457,
2.5002594769165443,0.2880741428736455,1.1752657381811766,
2.500217822501527,0.31257954476626965,1.2252700946312072,
2.500174398806221,0.33808501641841626,1.2752735826073316,
2.5001292058631885,0.36459053975290817,1.3252761667245954,
2.500082243642121,0.39209609598485695,1.3752778115974378,
2.5000335120468065,0.42060166562162443,1.425278481838374,
2.4999830108948795,0.45010722846274986,1.4752781420562715,
2.4999307399828696,0.48061276359986843,1.525276756855929,
2.499876698979109,0.5121182494165787,1.575274290835511,
2.4998208875349093,0.5446236635883028,1.6252707085862093,
2.4997633051931922,0.5781289830821043,1.675265974690073,
2.499703951479737,0.6126341841564976,1.7252600537196678,
2.4996428258010406,0.6481392423612113,1.7752529102356887,
2.499579927569684,0.684644132536953,1.8252445087870823,
2.499515256100815,0.722148828815135,1.8752348139090986,
2.499448810718685,0.7606533046176044,1.9252237901234723,
2.4993805906654343,0.80015753265634,1.975211401936781,
2.499310595216264,0.8406614849331622,2.0251976138411063,
2.4992388236410257,0.8821651327394407,2.075182390313927,
2.499165275186277,0.9246684466557938,2.1251656958176524,
2.4990899491925234,0.9681713965518239,2.175147494801503,
2.4990128450323557,1.012673951585867,2.22512775170215,
2.498933962144534,1.0581760802047677,2.2751064309450406,
2.4988533001283564,1.10467775014372,2.3250834969476077,
2.4987708586906576,1.1521789284261483,2.375058914121421,
2.498686637724279,1.2006795813636664,2.4250326468759065,
2.498600637354853,1.2501796745561264,2.4750046596230035,
1.8925751716886818,1.300436797817262,2.512856163056777,
-1.8570934903597847,1.3499510836822537,2.4757142932495815,
-2.501350839352745,1.3984648292115043,2.4256872764625266,
-2.501264878152787,1.4459780687894936,2.375661978899471,
-2.5011806825852467,1.4924908360944489,2.325638365247766,
-2.501098252531664,1.5380031640983916,2.2756164001971326,
-2.5010175881067243,1.5825150850670915,2.225596048434998,
-2.5009386895804786,1.6260266305599593,2.1755772746433886,
-2.500861557343992,1.6685378314298895,2.1255600434965087,
-2.500786192007176,1.7100487178230168,2.075544319656365,
-2.500712594108423,1.7505593191785007,2.0255300677741968,
-2.5006407643961004,1.790069664228226,1.9755172524862747,
-2.5005707035617664,1.828579780996527,1.9255058384150394,
-2.5005024123669894,1.866089696799881,1.8754957901676996,
-2.5004358915237,1.9025994382466256,1.8254870723372256,
-2.5003711417814767,1.9381090312366576,1.775479649501596,
-2.5003081638565794,1.9726185009611468,1.7254734862244645,
-2.5002469583769282,2.0061278719022853,1.675468547056926,
-2.5001875259838324,2.03863716783303,1.6254647965372493,
-2.5001298672271632,2.0701464118168844,1.575462199192706,
-2.500073982630746,2.1006556262076863,1.525460719540091,
-2.500019872608117,2.1301648326494447,1.4754603220879288,
-2.4999675375397157,2.1586740520761873,1.4254609713371345,
-2.499916977749217,2.18618330471183,1.3754626317821501,
-2.4998681934319533,2.2126926100701003,1.325465267913511,
-2.4998211847887863,2.238201986954455,1.2754688442177353,
-2.4997759519123086,2.262711453458045,1.2254733251794891,
-2.49973249482468,2.286221026963705,1.1754786752829955,
-2.499690813507327,2.308730724143962,1.125484859012849,
-2.499650907891493,2.3302405609610624,1.0754918408550191,
-2.4996127778136312,2.350750552667037,1.0254995852987465,
-2.4995764231134032,2.370260713803767,0.9755080568364785,
-2.499541843558822,2.388771058203073,0.925517219965302,
-2.4995090388651606,2.406281598986833,0.8755270391879988,
-2.4994780087491897,2.4227923485670932,0.825537479013015,
-2.4994487529040987,2.438303318646192,0.775548503954933,
-2.4994212709385955,2.4528145202169154,0.7255600785361611,
-2.499395562560458,2.4663259635626145,0.675572167284952,
-2.499371627315916,2.478837658257387,0.6255847347386336,
-2.4993494649195425,2.490349613166192,0.5755977454402428,
-2.499329074935602,2.500861836445023,0.5256111639415307,
-2.4993104570365383,2.510374335541039,0.47562495480079997,
-2.499293610874817,2.518887117192705,0.42563908258330363,
-2.499278536105545,2.526400187429929,0.3756535118611927,
-2.4992652324174633,2.532913551574186,0.32566820721284345,
-2.499253699559309,2.5384272142386193,0.2756831332216573,
-2.499243937227988,2.542941179328161,0.22569825447709752,
-2.4992359452405895,2.546455450039607,0.17571353557228572,
-2.4992297234172374,2.5489700288616857,0.12572894110394098,
-2.499225271578985,2.5504849175751327,0.07574443567236128,
