acceleration,position,velocity,
2.5,0,0,
0.7119064485396273,0.0002847625794158509,0.014238128970792545,
1.425718975183422,0.0011398127489050706,0.042752508474460986,
1.4315442823786533,0.0025674806313457517,0.07138339412203405,
1.4416060015745433,0.00457179091441625,0.10021551415352492,
1.4564192932605982,0.007158668914790988,0.12934390001873688,
1.4766770160189124,0.01033621772157329,0.15887744033911513,
1.5032212905562767,0.014115055044578103,0.18894186615024067,
1.5370070470566668,0.018508695186405584,0.219682007091374,
1.5790579840654642,0.02353395852185925,0.2512631667726833,
1.6304158094338772,0.029211388181086467,0.28387148296136083,
1.6920842270122471,0.03556565153111858,0.3177131675016058,
1.7649698417561144,0.04262590281785315,0.35301256433672806,
1.8498229153231793,0.05042608327071698,0.39000902264319165,
1.9471816142996006,0.05900513636930065,0.42895265492918366,
2.05732393176318,0.0684071190405896,0.47009913356444727,
2.180231696071508,0.07868119439030716,0.5137037674858774,
2.3155708939545825,0.08988149809760654,0.5600151853649691,
2.4626918598029346,0.1020668785488271,0.6092690225610278,
2.620651721770695,0.11530051968875593,0.6616820569964417,
2.788259941243115,0.12964946480518202,0.717447255821304,
2.964146010688107,0.14518406832588335,0.7767301760350661,
3.1468466154936645,0.16197741049278214,0.8396671083449394,
3.334908054721125,0.18010471588156937,0.9063652694393619,
3.5269986321666336,0.19964282072322326,0.9769052420826946,
3.722025140158097,0.2206697356209404,1.0513457448858565,
3.9192473747230894,0.24326434946854675,1.1297306923803183,
4.118384589145285,0.2675063171518112,1.212098384163224,
4.319707503223824,0.2934761678363652,1.2984925342277005,
4.524108411846917,0.32125566188565796,1.3889747024646388,
3.6566581875169923,0.35049781920995754,1.4621078662149787,
-0.05542718958955195,0.3797178056584213,1.4609993224231876,
-0.5982121521740602,0.4086985072460154,1.4490350793797064,
-0.821519424546957,0.43735060106379076,1.4326046908887673,
-1.0311768341836447,0.46559022414789264,1.4119811542050944,
-1.2287792409129694,0.49333833553562934,1.387405569386835,
-1.415890780712481,0.5205200906110811,1.3590877537725854,
-1.5939050909153152,0.5470642836501667,1.327209651954279,
-1.7639616626847876,0.5729028920241783,1.2919304187005833,
-1.9269069259198468,0.597970737627822,1.2533922801821864,
-2.083290545103045,0.6222052670134246,1.2117264692801255,
-2.2333883457118175,0.6455464410607424,1.1670587023658892,
-2.3772437848259775,0.6679367175941299,1.1195138266693696,
-2.5147203335942114,0.6893211059940796,1.0692194199974854,
-2.6455578196705187,0.7096472712661611,1.016308263604075,
-2.769426809410047,0.7288656658144786,0.9609197274158741,
-2.8859764680377706,0.7469296697755811,0.9032001980551186,
-2.9948728959755977,0.7637957245782931,0.8433027401356067,
-3.095826517799205,0.7794234487738856,0.7813862097796226,
-3.1886085134136652,0.7937757295641126,0.7176140395113493,
-3.273057388191325,0.806818787399063,0.6521528917475228,
-3.349077503463327,0.8185222142326282,0.5851713416782562,
-3.416631729462688,0.8288589883744082,0.5168387070890025,
-3.4757303879435706,0.8378054703610108,0.44732409933013106,
-3.5264184159010723,0.845341384981253,0.3767957310121096,
-3.5687622995388413,0.8514497946816797,0.3054204850213328,
-3.6028378974019337,0.8561170692231456,0.2333637270732941,
-3.6287198630725146,0.8593328558193825,0.16078932981184382,
-3.646473041522543,0.8610900531990103,0.08785986898139296,
