acceleration,position,velocity,
2,0,0,
6.1553649703427675,0.002462145988137107,0.12310729940685536,
12.33156527770068,0.009856918087354487,0.36973860496086897,
12.395307157465963,0.02220981304955825,0.6176447481101882,
12.50571932766748,0.03956499574282901,0.8677591346635378,
12.669266117101674,0.061987884882940436,1.1211444570055713,
12.895414987348374,0.0895689400179912,1.3790527567525388,
13.197092668339272,0.12242883222037769,1.6429946101193242,
13.5913316678141,0.16072525708988983,1.9148212434756062,
14.100161156745527,0.20466174642210017,2.196824466610517,
14.751819745506856,0.25449896365251323,2.491860861520654,
15.582400550538233,0.3105691411031416,2.8035088725314186,
16.638085677016235,0.37329455282457646,3.1362705860717432,
17.978194355580946,0.4432112422882437,3.495834473183362,
19.679366034271517,0.5209996781656195,3.8894217938687925,
21.84134052818436,0.6075246502542692,4.32624860443248,
24.59500113450721,0.7038876227967217,4.818148627122624,
28.113638577355847,0.8114960507701166,5.380421398669741,
32.62880151898102,0.9321559993511038,6.032997429049361,
38.45263855517227,1.06819700335416,6.802050200152807,
46.009261469089324,1.2226417119448518,7.722235429534593,
55.878122689013885,1.3994376696111492,8.839797883314871,
68.85186736347544,1.6037743742228368,10.21683523058438,
86.00715598243261,1.8425139412274973,11.936978350233032,
108.77294109074285,2.1247626846684553,14.112437172047889,
138.93970318410985,2.462587309383057,16.891231235730086,
178.44548843301257,2.8717901294708637,20.460141004390337,
228.52262392413164,3.372401999128323,25.03059348287297,
287.31453450670193,3.9879396825884634,30.77688417300701,
344.65480283278055,4.741339287181716,37.66998022966262,
374.3049372543929,5.6444608666767255,45.15607897475048,
332.4963526219747,6.680580987220525,51.80600602718997,
184.42640479215413,7.790471669681186,55.494534123033056,
-42.13803572148578,8.883507137853254,54.65177340860334,
-251.2470348180429,9.876043792098104,49.62683271224248,
-363.4110994262599,10.72321600657245,42.358610723717284,
-376.58702771805605,11.419753409959574,34.82687016935616,
-333.9597011739446,11.98270693287712,28.14767614587727,
-274.6739264686598,12.4357908852072,22.654197616504074,
-218.95196736532174,12.801294050591153,18.27515826919764,
-173.52591741613236,13.097386849008652,14.804639920874992,
-138.92920881091476,13.337907963901786,12.026055744656697,
-113.66734816331831,13.532962139529593,9.75270878139033,
-96.57524200428784,13.689386218355684,7.8212039413045735,
-93.12804531945793,13.808559079053992,5.958643034915415,
-81.3457365766896,13.895193645121624,4.331728303381623,
-70.18840889329338,13.95375284763194,2.9279601255157552,
-63.30145887873202,13.986991466590762,1.6619309479411148,
-59.529647154188346,13.99641822668791,0.4713380048573479,
11.041964557305539,14.01026177260798,0.6921772960034587,
58.83869275450431,14.04764079562985,1.8689511510935448,
61.31880663138591,14.109547341304275,3.095327283721263,
65.55960976463979,14.197677730884555,4.406519479014059,
71.60889012487286,14.314451676514786,5.838697281511516,
79.58450774361746,14.463059425242463,7.430387436383866,
89.6308168554846,14.647519500712335,9.223003773493557,
101.84649583864473,14.872718174517663,11.259933690266452,
116.15584542722956,15.144379186493884,13.583050598811043,
132.0857921507165,15.468874515330391,16.224766441825373,
148.41174850591548,15.852734543569264,19.193001411943683,
162.67919159860645,16.30166624844758,22.446585243915813,
170.75486612631198,16.818899899776422,25.861682566442052,
166.8621274175809,17.402878402072297,29.19892511479367,
144.8733607591409,18.044806248671826,32.09639232997649,
101.37409124547077,18.727283731769543,34.123874154885904,
39.413952663376506,19.425526795932612,34.912153208153434,
-30.290088832003903,20.11165382456288,34.306351431513356,
-93.29180262420849,20.76046413214346,32.440515379029186,
-138.3326757397869,21.35394136942813,29.673861864233448,
-161.70132311667072,21.882738077466133,26.439835401900034,
-166.4135245413023,22.34496937568761,23.111564911073987,
-158.52744055254178,22.743789697688076,19.941016100023152,
-143.9401263064724,23.08503396916595,17.062213573893704,
-126.94804730724228,23.375499021720927,14.523252627748859,
-110.13537236253441,23.62190992533089,12.32054518049817,
-94.80334582061296,23.830399490612606,10.424478264085911,
-81.45402359581357,24.006307446456,8.79539779216964,
-70.15416529509575,24.154153736181353,7.392314486267725,
-60.76433535513615,24.277694291764654,6.177027779165002,
-53.06796534682787,24.380007661209223,5.115668472228444,
-46.83769005906404,24.463585954630165,4.178914671047163,
-41.86602594051345,24.530417837674904,3.3415941522368944,
-37.97722891669084,24.582058829152967,2.5820495739030775,
-35.029959731483,24.619687836738436,1.8814503792734176,
-32.91596315455551,24.644150459062082,1.2231311161823073,
-31.557452187150602,24.65599010051087,0.5919820724392952,
